0			2.77556e-17
0.016			8.50299e-06
0.032			3.38906e-05
0.048			7.59808e-05
0.064			0.000134592
0.08			0.000209541
0.096			0.000300646
0.112			0.000407726
0.128			0.000530599
0.144			0.000669082
0.16			0.000822993
0.176			0.00099215
0.192			0.00117637
0.208			0.00137547
0.224			0.00158928
0.24			0.0018176
0.256			0.00206026
0.272			0.00231707
0.288			0.00258785
0.304			0.00287243
0.32			0.00317061
0.336			0.00348221
0.352			0.00380707
0.368			0.00414498
0.384			0.00449577
0.4			0.00485926
0.416			0.00523526
0.432			0.0056236
0.448			0.00602409
0.464			0.00643655
0.48			0.0068608
0.496			0.00729665
0.512			0.00774393
0.528			0.00820244
0.544			0.00867202
0.56			0.00915247
0.576			0.00964362
0.592			0.0101453
0.608			0.0106573
0.624			0.0111794
0.64			0.0117115
0.656			0.0122534
0.672			0.0128049
0.688			0.0133658
0.704			0.013936
0.72			0.0145152
0.736			0.0151033
0.752			0.0157001
0.768			0.0163054
0.784			0.016919
0.8			0.0175407
0.816			0.0181705
0.832			0.018808
0.848			0.0194531
0.864			0.0201056
0.88			0.0207654
0.896			0.0214322
0.912			0.0221059
0.928			0.0227863
0.944			0.0234732
0.96			0.0241664
0.976			0.0248658
0.992			0.0255711
1.008			0.0262822
1.024			0.0269989
1.04			0.027721
1.056			0.0284484
1.072			0.0291808
1.088			0.029918
1.104			0.03066
1.12			0.0314065
1.136			0.0321572
1.152			0.0329122
1.168			0.0336711
1.184			0.0344337
1.2			0.0352
1.216			0.0359697
1.232			0.0367426
1.248			0.0375185
1.264			0.0382974
1.28			0.0390789
1.296			0.0398629
1.312			0.0406492
1.328			0.0414377
1.344			0.0422281
1.36			0.0430203
1.376			0.0438141
1.392			0.0446093
1.408			0.0454058
1.424			0.0462033
1.44			0.0470016
1.456			0.0478006
1.472			0.0486002
1.488			0.0494
1.504			0.0502
1.52			0.0509999
1.536			0.0517997
1.552			0.052599
1.568			0.0533977
1.584			0.0541956
1.6			0.0549926
1.616			0.0557884
1.632			0.056583
1.648			0.057376
1.664			0.0581673
1.68			0.0589568
1.696			0.0597442
1.712			0.0605294
1.728			0.0613122
1.744			0.0620924
1.76			0.0628698
1.776			0.0636443
1.792			0.0644156
1.808			0.0651836
1.824			0.0659481
1.84			0.0667089
1.856			0.0674658
1.872			0.0682187
1.888			0.0689673
1.904			0.0697116
1.92			0.0704512
1.936			0.0711861
1.952			0.071916
1.968			0.0726407
1.984			0.0733601
2			0.0740741
2.016			0.0747823
2.032			0.0754847
2.048			0.076181
2.064			0.0768711
2.08			0.0775547
2.096			0.0782318
2.112			0.0789021
2.128			0.0795654
2.144			0.0802216
2.16			0.0808704
2.176			0.0815117
2.192			0.0821454
2.208			0.0827711
2.224			0.0833889
2.24			0.0839983
2.256			0.0845994
2.272			0.0851919
2.288			0.0857755
2.304			0.0863502
2.32			0.0869158
2.336			0.087472
2.352			0.0880187
2.368			0.0885558
2.384			0.0890829
2.4			0.0896
2.416			0.0901068
2.432			0.0906033
2.448			0.0910891
2.464			0.0915641
2.48			0.0920282
2.496			0.0924811
2.512			0.0929227
2.528			0.0933528
2.544			0.0937712
2.56			0.0941777
2.576			0.0945721
2.592			0.0949543
2.608			0.0953241
2.624			0.0956812
2.64			0.0960256
2.656			0.096357
2.672			0.0966753
2.688			0.0969802
2.704			0.0972716
2.72			0.0975493
2.736			0.0978131
2.752			0.0980629
2.768			0.0982984
2.784			0.0985194
2.8			0.0987259
2.816			0.0989176
2.832			0.0990943
2.848			0.0992559
2.864			0.0994021
2.88			0.0995328
2.896			0.0996478
2.912			0.0997469
2.928			0.09983
2.944			0.0998968
2.96			0.0999471
2.976			0.0999809
2.992			0.0999979
3.008			0.0999999
3.024			0.0999994
3.04			0.0999982
3.056			0.0999965
3.072			0.0999943
3.088			0.0999915
3.104			0.0999881
3.12			0.0999841
3.136			0.0999797
3.152			0.0999746
3.168			0.099969
3.184			0.0999629
3.2			0.0999562
3.216			0.099949
3.232			0.0999412
3.248			0.0999329
3.264			0.0999241
3.28			0.0999147
3.296			0.0999048
3.312			0.0998943
3.328			0.0998834
3.344			0.0998719
3.36			0.0998598
3.376			0.0998473
3.392			0.0998342
3.408			0.0998206
3.424			0.0998065
3.44			0.0997919
3.456			0.0997768
3.472			0.0997611
3.488			0.099745
3.504			0.0997283
3.52			0.0997111
3.536			0.0996935
3.552			0.0996753
3.568			0.0996566
3.584			0.0996374
3.6			0.0996178
3.616			0.0995976
3.632			0.099577
3.648			0.0995558
3.664			0.0995342
3.68			0.0995121
3.696			0.0994895
3.712			0.0994664
3.728			0.0994429
3.744			0.0994189
3.76			0.0993944
3.776			0.0993694
3.792			0.0993439
3.808			0.099318
3.824			0.0992916
3.84			0.0992648
3.856			0.0992375
3.872			0.0992097
3.888			0.0991815
3.904			0.0991528
3.92			0.0991236
3.936			0.0990941
3.952			0.099064
3.968			0.0990335
3.984			0.0990026
4			0.0989712
4.016			0.0989394
4.032			0.0989071
4.048			0.0988744
4.064			0.0988413
4.08			0.0988077
4.096			0.0987737
4.112			0.0987392
4.128			0.0987044
4.144			0.0986691
4.16			0.0986334
4.176			0.0985972
4.192			0.0985607
4.208			0.0985237
4.224			0.0984863
4.24			0.0984485
4.256			0.0984103
4.272			0.0983716
4.288			0.0983326
4.304			0.0982931
4.32			0.0982533
4.336			0.098213
4.352			0.0981724
4.368			0.0981313
4.384			0.0980899
4.4			0.0980481
4.416			0.0980058
4.432			0.0979632
4.448			0.0979202
4.464			0.0978768
4.48			0.097833
4.496			0.0977889
4.512			0.0977443
4.528			0.0976994
4.544			0.0976541
4.56			0.0976085
4.576			0.0975624
4.592			0.097516
4.608			0.0974692
4.624			0.0974221
4.64			0.0973746
4.656			0.0973267
4.672			0.0972785
4.688			0.0972299
4.704			0.097181
4.72			0.0971317
4.736			0.097082
4.752			0.0970321
4.768			0.0969817
4.784			0.096931
4.8			0.09688
4.816			0.0968286
4.832			0.0967769
4.848			0.0967249
4.864			0.0966725
4.88			0.0966198
4.896			0.0965667
4.912			0.0965134
4.928			0.0964596
4.944			0.0964056
4.96			0.0963513
4.976			0.0962966
4.992			0.0962416
5.008			0.0961863
5.024			0.0961307
5.04			0.0960747
5.056			0.0960185
5.072			0.0959619
5.088			0.0959051
5.104			0.0958479
5.12			0.0957904
5.136			0.0957327
5.152			0.0956746
5.168			0.0956162
5.184			0.0955576
5.2			0.0954986
5.216			0.0954394
5.232			0.0953798
5.248			0.09532
5.264			0.0952599
5.28			0.0951995
5.296			0.0951388
5.312			0.0950779
5.328			0.0950167
5.344			0.0949552
5.36			0.0948934
5.376			0.0948313
5.392			0.094769
5.408			0.0947065
5.424			0.0946436
5.44			0.0945805
5.456			0.0945171
5.472			0.0944535
5.488			0.0943896
5.504			0.0943255
5.52			0.0942611
5.536			0.0941965
5.552			0.0941316
5.568			0.0940665
5.584			0.0940011
5.6			0.0939355
5.616			0.0938696
5.632			0.0938035
5.648			0.0937372
5.664			0.0936706
5.68			0.0936038
5.696			0.0935368
5.712			0.0934695
5.728			0.0934021
5.744			0.0933343
5.76			0.0932664
5.776			0.0931983
5.792			0.0931299
5.808			0.0930613
5.824			0.0929925
5.84			0.0929235
5.856			0.0928543
5.872			0.0927849
5.888			0.0927152
5.904			0.0926454
5.92			0.0925754
5.936			0.0925051
5.952			0.0924347
5.968			0.0923641
5.984			0.0922932
6			0.0922222
6.016			0.092151
6.032			0.0920796
6.048			0.092008
6.064			0.0919363
6.08			0.0918643
6.096			0.0917922
6.112			0.0917199
6.128			0.0916474
6.144			0.0915748
6.16			0.091502
6.176			0.091429
6.192			0.0913558
6.208			0.0912825
6.224			0.091209
6.24			0.0911354
6.256			0.0910616
6.272			0.0909876
6.288			0.0909135
6.304			0.0908392
6.32			0.0907648
6.336			0.0906902
6.352			0.0906155
6.368			0.0905406
6.384			0.0904656
6.4			0.0903905
6.416			0.0903152
6.432			0.0902397
6.448			0.0901642
6.464			0.0900885
6.48			0.0900127
6.496			0.0899367
6.512			0.0898606
6.528			0.0897844
6.544			0.0897081
6.56			0.0896316
6.576			0.0895551
6.592			0.0894784
6.608			0.0894016
6.624			0.0893247
6.64			0.0892476
6.656			0.0891705
6.672			0.0890933
6.688			0.0890159
6.704			0.0889385
6.72			0.0888609
6.736			0.0887833
6.752			0.0887056
6.768			0.0886277
6.784			0.0885498
6.8			0.0884718
6.816			0.0883937
6.832			0.0883155
6.848			0.0882372
6.864			0.0881588
6.88			0.0880804
6.896			0.0880019
6.912			0.0879233
6.928			0.0878446
6.944			0.0877659
6.96			0.087687
6.976			0.0876082
6.992			0.0875292
7.008			0.0874502
7.024			0.0873711
7.04			0.087292
7.056			0.0872128
7.072			0.0871335
7.088			0.0870542
7.104			0.0869749
7.12			0.0868955
7.136			0.086816
7.152			0.0867365
7.168			0.086657
7.184			0.0865774
7.2			0.0864978
7.216			0.0864181
7.232			0.0863384
7.248			0.0862587
7.264			0.0861789
7.28			0.0860991
7.296			0.0860193
7.312			0.0859395
7.328			0.0858596
7.344			0.0857797
7.36			0.0856998
7.376			0.0856198
7.392			0.0855399
7.408			0.0854599
7.424			0.08538
7.44			0.0853
7.456			0.08522
7.472			0.08514
7.488			0.08506
7.504			0.08498
7.52			0.0849
7.536			0.08482
7.552			0.08474
7.568			0.08466
7.584			0.08458
7.6			0.0845001
7.616			0.0844201
7.632			0.0843402
7.648			0.0842603
7.664			0.0841804
7.68			0.0841005
7.696			0.0840206
7.712			0.0839408
7.728			0.083861
7.744			0.0837812
7.76			0.0837014
7.776			0.0836217
7.792			0.083542
7.808			0.0834624
7.824			0.0833828
7.84			0.0833032
7.856			0.0832237
7.872			0.0831442
7.888			0.0830648
7.904			0.0829854
7.92			0.0829061
7.936			0.0828268
7.952			0.0827476
7.968			0.0826684
7.984			0.0825893
8			0.0825103
8.016			0.0824313
8.032			0.0823524
8.048			0.0822735
8.064			0.0821948
8.08			0.0821161
8.096			0.0820374
8.112			0.0819589
8.128			0.0818804
8.144			0.081802
8.16			0.0817237
8.176			0.0816454
8.192			0.0815673
8.208			0.0814892
8.224			0.0814112
8.24			0.0813334
8.256			0.0812556
8.272			0.0811779
8.288			0.0811003
8.304			0.0810228
8.32			0.0809454
8.336			0.0808681
8.352			0.0807909
8.368			0.0807138
8.384			0.0806369
8.4			0.08056
8.416			0.0804833
8.432			0.0804066
8.448			0.0803301
8.464			0.0802537
8.48			0.0801775
8.496			0.0801013
8.512			0.0800253
8.528			0.0799494
8.544			0.0798737
8.56			0.079798
8.576			0.0797225
8.592			0.0796472
8.608			0.079572
8.624			0.0794969
8.64			0.0794219
8.656			0.0793471
8.672			0.0792725
8.688			0.079198
8.704			0.0791236
8.72			0.0790495
8.736			0.0789754
8.752			0.0789015
8.768			0.0788278
8.784			0.0787542
8.8			0.0786808
8.816			0.0786076
8.832			0.0785345
8.848			0.0784616
8.864			0.0783889
8.88			0.0783163
8.896			0.0782439
8.912			0.0781717
8.928			0.0780997
8.944			0.0780278
8.96			0.0779561
8.976			0.0778847
8.992			0.0778134
9.008			0.0777422
9.024			0.0776713
9.04			0.0776006
9.056			0.0775301
9.072			0.0774597
9.088			0.0773896
9.104			0.0773197
9.12			0.0772499
9.136			0.0771804
9.152			0.0771111
9.168			0.077042
9.184			0.0769731
9.2			0.0769044
9.216			0.0768359
9.232			0.0767676
9.248			0.0766996
9.264			0.0766318
9.28			0.0765642
9.296			0.0764968
9.312			0.0764297
9.328			0.0763628
9.344			0.0762961
9.36			0.0762296
9.376			0.0761634
